(1285.0, 436.1619551181793, 3)
(1285.0, 420.6856725215912, 9)
(1285.0, 420.9107255935669, 4)
(1285.0, 421.599134683609, 3)
(1285.0, 420.4778392314911, 5)
(1285.0, 418.04870104789734, 6)
(1285.0, 413.7706229686737, 2)
(1285.0, 421.5319314002991, 3)
(1285.0, 418.9498302936554, 28)
(1285.0, 422.10203671455383, 20)
(1285.0, 420.6799511909485, 6)
(1285.0, 421.86848759651184, 10)
(1285.0, 417.85204577445984, 6)
(1285.0, 416.8657736778259, 28)
(1285.0, 414.29320192337036, 23)
(1285.0, 424.9968276023865, 3)
(1285.0, 419.5081844329834, 31)
(1285.0, 418.83878087997437, 28)
(1285.0, 418.3291046619415, 6)
(1285.0, 418.9516439437866, 5)
(1285.0, 420.6095836162567, 9)
(1285.0, 420.81213879585266, 24)
(1285.0, 424.40809750556946, 5)
(1285.0, 420.8850095272064, 4)
(1285.0, 413.66652178764343, 9)
(1285.0, 416.40511655807495, 5)
(1285.0, 418.24228262901306, 4)
(1285.0, 418.2632920742035, 9)
(1285.0, 531.9751691818237, 31)
(1285.0, 423.727205991745, 21)
