(-1, 186.05411672592163, 'n')
(1318.0, 187.47384595870972, 1)
(1318.0, 343.89097595214844, 1)
(1488.0, 194.2464144229889, 1)
(-1, 183.31558871269226, 'n')
(1454.0, 201.6549198627472, 1)
(1454.0, 198.59616780281067, 1)
(-1, 252.22639393806458, 'n')
(1488.0, 207.31479501724243, 1)
(-1, 198.3717987537384, 'n')
(-1, 198.58301997184753, 'n')
(1488.0, 208.3341770172119, 1)
(-1, 211.0602912902832, 'n')
(-1, 287.22548723220825, 'n')
(1318.0, 229.3645725250244, 1)
(1454.0, 220.94744324684143, 1)
(-1, 214.65249800682068, 'n')
(1318.0, 199.49840021133423, 2)
(1454.0, 199.3390233516693, 1)
(1488.0, 211.18787622451782, 1)
(1454.0, 196.2477834224701, 1)
(-1, 203.38099479675293, 'n')
(1318.0, 207.24259042739868, 1)
(1318.0, 205.8063461780548, 1)
(-1, 202.53807139396667, 'n')
(-1, 203.9151487350464, 'n')
(1488.0, 202.37157249450684, 1)
(-1, 194.7652246952057, 'n')
(-1, 312.86851263046265, 'n')
(1318.0, 202.27941179275513, 1)
